Pays_indic,Country Name,Country Code,Indicator Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
EST_Other taxes payable by businesses (% of commercial profits),Estonia,EST,Other taxes payable by businesses (% of commercial profits),0.7,0.7,0.7,0.7,1.6,1.2,10.0,19.0,2.0,2.0,2.0,2.0,2.0,2.0,other_taxes_entreprise
"EST_Population, total",Estonia,EST,"Population, total",1354775.0,1346810.0,1340680.0,1337090.0,1334515.0,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1315407.0,1315790.0,1317384.0,1321977.0,pop
EST_Profit tax (% of commercial profits),Estonia,EST,Profit tax (% of commercial profits),11.2,10.0,9.5,9.0,8.4,8.3,8.3,8.3,8.2,8.2,8.2,7.8,7.8,7.8,profit_tax
EST_Research and development expenditure (% of GDP),Estonia,EST,Research and development expenditure (% of GDP),0.92364,1.11666,1.06884,1.25952,1.39541,1.58162,2.30655,2.12265,1.72216,1.42931,1.46604,1.2468,1.28867,1.42515,RetD
EST_Total tax and contribution rate (% of profit),Estonia,EST,Total tax and contribution rate (% of profit),50.4,49.2,48.5,48.0,48.2,48.7,57.7,66.6,49.6,49.2,49.2,48.5,48.5,48.5,total_tax_contrib
"EST_Unemployment, total (% of total labor force) (modeled ILO estimate)",Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.03299999237061,5.91499996185303,4.59200000762939,5.45499992370605,13.5480003356934,16.7070007324219,12.328000068664599,10.0209999084473,8.63099956512451,7.3520002365112305,6.1869997978210405,6.76200008392334,5.7600002288818395,5.36600017547607,unemployment rate
FIN_Exports of goods and services (% of GDP),Finland,FIN,Exports of goods and services (% of GDP),40.2733670538658,43.0742002463895,43.8259066028053,44.900007721411505,36.080925682404704,38.414397559303296,38.900392933262,38.8082790730065,38.0176291228019,36.4814376235518,35.406958866523205,34.8104524683015,37.6107075991555,38.5177006299644,exports_rate
"FIN_Exports of goods and services, PPP (constant 2017 international $)",Finland,FIN,"Exports of goods and services, PPP (constant 2017 international $)",94417454172.45439,105050797318.55074,112548231148.69571,116210601850.65067,85844654085.70473,94308364603.70363,97934554170.58044,96337211638.28947,93523540086.01443,89417017021.59796,87255245904.953,88197059455.6187,98408099168.96005,102310683385.35649,exports
"FIN_Exports of goods and services, PPP (constant 2017 international $) per capita",Finland,FIN,"_Exports of goods and services, PPP (constant 2017 international $) per capita",17997.660388306733,19947.86389878957,21280.80729338965,21871.235691249738,16079.17743015419,17583.847676546986,18175.503050065112,17794.186861785827,17195.07658543093,16372.209201700547,15923.852954742477,16049.535295072665,17865.700056127094,18549.582022628216,exports_hab
"FIN_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Finland,FIN,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",35928.929493931224,39476.18907487407,41831.902297536995,42745.088478546335,31918.12318140131,35200.86587334397,36378.99788028008,35697.75555567106,34844.58943323964,33269.40560732009,32368.811586986554,32804.620567925194,36321.73059132745,37302.403907249034,exports_labor_unit
"FIN_Foreign direct investment, net inflows (% of GDP)",Finland,FIN,"Foreign direct investment, net inflows (% of GDP)",5.3063103608133,2.13857286562128,8.58392364604491,6.82002914651191,-3.49542361837802,4.904466869595071,-2.18279337702034,1.90901997719354,-1.82121067167557,6.28403471753317,7.1870033947618905,2.12963705332205,6.719026122967781,-3.83106751992666,IDE
"FIN_GDP per capita, PPP (constant 2017 international $)",Finland,FIN,"GDP per capita, PPP (constant 2017 international $)",44688.7402392624,46310.4684119158,48557.59741893731,48710.9842540628,44564.2042881272,45774.1076100475,46723.186270244805,45851.5226308057,45229.2186077375,44878.190850491395,44973.7946000165,46105.5061254588,47501.6323716501,48158.5912950312,gdb_hab
"FIN_GDP, PPP (constant 2017 international $)",Finland,FIN,"GDP, PPP (constant 2017 international $)",234441421414.233,243883337862.683,256807536621.482,258820895024.553,237922537911.958,245502651598.564,251757236330.744,248238813829.026,246000453589.363,245102777868.249,246435301698.423,253363726127.75198,261649156452.376,265619914252.52698,gdp
FIN_Gross capital formation (% of GDP),Finland,FIN,Gross capital formation (% of GDP),24.6042492728631,23.996367779660698,25.5516592541909,25.2469564769773,21.47270656462,22.082671159703,24.044182264467302,23.3907191213558,22.3344639072831,21.9210525043862,21.7129881495849,23.274855414264604,24.051820672500302,25.3218296357162,FBCF
"FIN_Labor force, total",Finland,FIN,"Labor force, total",2627895.0,2661118.0,2690488.0,2718689.0,2689527.0,2679149.0,2692063.0,2698691.0,2684019.0,2687665.0,2695658.0,2688556.0,2709345.0,2742737.0,labor_force
FIN_Labor tax and contributions (% of commercial profits),Finland,FIN,Labor tax and contributions (% of commercial profits),29.4,29.6,29.7,29.7,29.6,23.9,24.2,24.4,24.5,24.2,24.8,25.1,25.4,23.9,labor_tax_contrib
FIN_Other taxes payable by businesses (% of commercial profits),Finland,FIN,Other taxes payable by businesses (% of commercial profits),1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.5,other_taxes_entreprise
"FIN_Population, total",Finland,FIN,"Population, total",5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5508214.0,5515525.0,pop
FIN_Profit tax (% of commercial profits),Finland,FIN,Profit tax (% of commercial profits),19.1,17.1,17.0,17.0,17.1,15.9,13.7,15.0,14.1,14.6,11.8,11.7,11.7,11.9,profit_tax
FIN_Research and development expenditure (% of GDP),Finland,FIN,Research and development expenditure (% of GDP),3.32976,3.33762,3.34577,3.5470800000000002,3.7488300000000003,3.7259800000000003,3.63881,3.41948,3.2871900000000003,3.16931,2.89157,2.74264,2.7569,2.7738099999999997,RetD
FIN_Total tax and contribution rate (% of profit),Finland,FIN,Total tax and contribution rate (% of profit),49.5,47.7,47.8,47.8,47.7,40.8,39.1,40.6,39.9,40.1,37.9,38.1,38.4,37.3,total_tax_contrib
"FIN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.38399982452393,7.718999862670901,6.854000091552731,6.36899995803833,8.24899959564209,8.39400005340576,7.781000137329099,7.68900012969971,8.19299983978271,8.66300010681152,9.37600040435791,8.817999839782711,8.64000034332275,7.36100006103516,unemployment rate
FRA_Exports of goods and services (% of GDP),France,FRA,Exports of goods and services (% of GDP),27.033051041817103,27.935055090195604,27.853257510198997,28.1193848563025,24.8355472102672,26.7882998402738,28.421337476419396,29.2030271868495,29.364737867049197,29.666684498073,30.5926223781313,30.2475371833945,30.9486331871,31.7191563303394,exports_rate
"FRA_Exports of goods and services, PPP (constant 2017 international $)",France,FRA,"Exports of goods and services, PPP (constant 2017 international $)",714657163009.1194,756591249663.6031,772667473853.5184,782038725485.2028,670864403212.8838,737719054108.2697,799853109012.33,824425470341.9055,833768390325.6028,850396048012.5256,886697626146.8789,886299553853.6343,927622325615.384,967762255013.138,exports
"FRA_Exports of goods and services, PPP (constant 2017 international $) per capita",France,FRA,"_Exports of goods and services, PPP (constant 2017 international $) per capita",11311.56226991188,11892.09095702596,12069.869378482072,12148.177395821998,10367.718925373249,11344.722997119814,12240.879696461185,12556.013837047645,12633.105721112343,12824.152322269274,13324.126975782014,13283.049163966807,13873.191368686517,14451.56537273976,exports_hab
"FRA_Exports of goods and services, PPP (constant 2017 international $) per labor unit",France,FRA,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",24828.528463117484,26144.5662529183,26471.154232483677,26598.97682970395,22630.901553892818,24803.269431903795,26890.45027494248,27494.780616735352,27675.547906523432,28282.339679147128,29421.223431344028,29350.380798570328,30678.93689708159,31842.847707011275,exports_labor_unit
"FRA_Foreign direct investment, net inflows (% of GDP)",France,FRA,"Foreign direct investment, net inflows (% of GDP)",3.8766927722001703,3.4053855757959104,3.1528368457017897,2.3299700359381803,0.6848106259361209,1.4716301630353898,1.5448970750122402,1.22752640558907,1.12374280873532,0.20352527236649398,1.75642996529439,1.32739278028377,1.38212038996389,2.56826313740488,IDE
"FRA_GDP per capita, PPP (constant 2017 international $)",France,FRA,"GDP per capita, PPP (constant 2017 international $)",41843.4539720069,42570.4940213265,43333.7801657937,43202.1449185407,41745.4821413685,42349.5446324071,43069.3302404125,42995.5900006894,43021.3468218568,43227.453755751696,43553.399283961204,43914.4816433485,44826.5074739039,45561.001756269296,gdb_hab
"FRA_GDP, PPP (constant 2017 international $)",France,FRA,"GDP, PPP (constant 2017 international $)",2643642265549.77,2708393619489.03,2774065021193.99,2781137387896.74,2701226582740.82,2753885310030.67,2814269770646.62,2823082227287.57,2839352403214.17,2866501809690.81,2898403462073.66,2930154440276.88,2997296584981.45,3051034034242.18,gdp
FRA_Gross capital formation (% of GDP),France,FRA,Gross capital formation (% of GDP),22.452623442370896,23.2377116371985,24.1648122965344,24.129884861321603,21.3331598174365,21.946294496686896,23.2209093704773,22.626632273779602,22.2871930659001,22.709831074559304,22.7123240564184,22.6093927432122,23.436190005232397,23.8717373374785,FBCF
"FRA_Labor force, total",France,FRA,"Labor force, total",28783710.0,28938757.0,29189036.0,29401083.0,29643733.0,29742815.0,29744876.0,29984799.0,30126536.0,30068094.0,30138027.0,30197208.0,30236456.0,30391825.0,labor_force
FRA_Labor tax and contributions (% of commercial profits),France,FRA,Labor tax and contributions (% of commercial profits),51.8,51.8,52.1,51.3,51.7,51.7,51.7,51.7,51.7,54.0,53.5,53.5,51.1,49.7,labor_tax_contrib
FRA_Other taxes payable by businesses (% of commercial profits),France,FRA,Other taxes payable by businesses (% of commercial profits),9.7,9.7,9.7,9.7,9.7,9.7,9.6,12.2,11.9,11.9,11.7,10.4,10.5,10.5,other_taxes_entreprise
"FRA_Population, total",France,FRA,"Population, total",63179351.0,63621381.0,64016225.0,64374984.0,64707040.0,65027507.0,65342780.0,65659809.0,65998687.0,66312067.0,66548272.0,66724104.0,66864379.0,66965912.0,pop
FRA_Profit tax (% of commercial profits),France,FRA,Profit tax (% of commercial profits),6.8,6.7,6.5,6.8,6.6,6.6,6.7,5.8,6.2,5.4,-0.2,0.2,1.0,0.3,profit_tax
FRA_Research and development expenditure (% of GDP),France,FRA,Research and development expenditure (% of GDP),2.05151,2.05094,2.02451,2.06117,2.21207,2.17857,2.19161,2.22707,2.23703,2.27592,2.26703,2.22238,2.2055700000000003,2.20002,RetD
FRA_Total tax and contribution rate (% of profit),France,FRA,Total tax and contribution rate (% of profit),68.3,68.2,68.3,67.7,68.0,68.0,68.0,69.7,69.8,71.3,64.9,64.1,62.6,60.4,total_tax_contrib
"FRA_Unemployment, total (% of total labor force) (modeled ILO estimate)",France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.49300003051758,8.447999954223631,7.65700006484985,7.0630002021789595,8.73600006103516,8.87100028991699,8.81099987030029,9.39999961853027,9.920999526977539,10.291999816894501,10.359000205993699,10.057000160217301,9.39700031280518,9.059000015258789,unemployment rate
GBR_Exports of goods and services (% of GDP),United Kingdom,GBR,Exports of goods and services (% of GDP),24.973608331889,27.101075784973197,25.2397534941132,26.9894102322679,26.3730781880932,28.275071211110102,30.7000187976267,29.9751039670716,29.952601103524,28.502054819534603,27.651421882042605,28.439236895001198,30.3661254439058,30.614968773084396,exports_rate
"GBR_Exports of goods and services, PPP (constant 2017 international $)",United Kingdom,GBR,"Exports of goods and services, PPP (constant 2017 international $)",643796154124.5585,718120623959.5607,685055087877.8296,730484537706.1746,683482056916.5305,747059502708.6938,823621960726.8945,816067022044.043,832900915590.2316,813231087366.4137,807544672965.8868,846483663221.4119,920938096658.1025,940933359261.039,exports
"GBR_Exports of goods and services, PPP (constant 2017 international $) per capita",United Kingdom,GBR,"_Exports of goods and services, PPP (constant 2017 international $) per capita",10658.66390357435,11802.10607488708,11171.356373566234,11818.800407723666,10974.999898300437,11902.226657680334,13019.877558981816,12811.056007331263,12988.045313339899,12588.268723295472,12401.590346728928,12901.434403847074,13941.17474324076,14157.816565936508,exports_hab
"GBR_Exports of goods and services, PPP (constant 2017 international $) per labor unit",United Kingdom,GBR,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",21041.890088267905,23130.486434543254,21918.894067235025,23066.753208751954,21457.962133803452,23316.877237670564,25555.325143650065,25044.635390001426,25317.19380235022,24498.70883202875,24119.185401609167,25042.98847939388,27075.250844603295,27409.099389463172,exports_labor_unit
"GBR_Foreign direct investment, net inflows (% of GDP)",United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",9.95215612633774,7.50387652239409,6.75662394763812,8.672014077440041,0.6033866738158101,2.6960793614666096,1.01575406843406,1.7283819251086203,1.95523073173183,1.9221353538589498,1.5479622484359101,12.0556451917926,4.70172672613595,2.8370617460229397,IDE
"GBR_GDP per capita, PPP (constant 2017 international $)",United Kingdom,GBR,"GDP per capita, PPP (constant 2017 international $)",42679.711165183195,43548.478180453,44260.956733082996,43790.510077887404,41614.4062518094,42094.417972689596,42409.9986544253,42738.9877326348,43361.9947344466,44166.179607049904,44849.7382869949,45364.9106390572,45910.285027945996,46244.7525943046,gdb_hab
"GBR_GDP, PPP (constant 2017 international $)",United Kingdom,GBR,"GDP, PPP (constant 2017 international $)",2577906026108.73,2649786413119.95,2714190881609.08,2706559837431.44,2591589999627.37,2642113602936.4,2682806046980.55,2722482707451.2,2780729836155.16,2853236696496.16,2920445380388.64,2976464053331.19,3032781045310.89,3073442165612.38,gdp
GBR_Gross capital formation (% of GDP),United Kingdom,GBR,Gross capital formation (% of GDP),17.834321916758498,18.1958651400785,18.546657968888,17.4696889361865,14.946402828188601,16.0884984147218,15.6561938179908,15.8390278458303,16.3005742073016,17.110158950441598,17.4133599318899,17.4007343600208,17.5246311303892,17.1968620121028,FBCF
"GBR_Labor force, total",United Kingdom,GBR,"Labor force, total",30595928.0,31046499.0,31254090.0,31668286.0,31852142.0,32039432.0,32228976.0,32584504.0,32898627.0,33194855.0,33481424.0,33801224.0,34014019.0,34329233.0,labor_force
GBR_Labor tax and contributions (% of commercial profits),United Kingdom,GBR,Labor tax and contributions (% of commercial profits),11.4,11.3,11.3,11.2,11.0,10.8,11.0,10.9,11.4,11.3,11.2,10.9,10.9,10.8,labor_tax_contrib
GBR_Other taxes payable by businesses (% of commercial profits),United Kingdom,GBR,Other taxes payable by businesses (% of commercial profits),1.5,1.5,1.5,1.5,1.6,1.7,1.6,1.7,1.5,1.6,1.6,1.6,1.7,1.9,other_taxes_entreprise
"GBR_Population, total",United Kingdom,GBR,"Population, total",60401206.0,60846820.0,61322463.0,61806995.0,62276270.0,62766365.0,63258810.0,63700215.0,64128273.0,64602298.0,65116219.0,65611593.0,66058859.0,66460344.0,pop
